base_event,edge_on,edge_off,duration
outcome_tones,1448.092126177,NA,NA
error_tone,1448.092126177,1448.292126177,0.20000000000004547
early_tones,1448.092126177,NA,NA
lick_bout,1450.323401063,1450.323401063,0.0
lick,1450.323401063,1450.390440895,0.06703983200009134
ITI,1451.792126177,1468.894190534,17.102064357000017
lick_bout,1453.290433594,1453.457513173,0.16707957900007386
lick,1453.290433594,1453.323953509,0.03351991499994256
lick,1453.457513173,1453.523873006,0.06635983299997861
lick_bout,1456.29082604,1456.45762562,0.1667995800000881
lick,1456.29082604,1456.324665955,0.03383991500004413
lick,1456.45762562,1456.557585368,0.09995974799994656
lick,1460.458535547,1460.491495464,0.03295991699997103
lick_bout,1460.458535547,1460.624775129,0.1662395819998892
lick,1460.624775129,1460.69185496,0.06707983100000092
lick,1465.292203378,1465.35920321,0.06699983199996495
lick_bout,1465.292203378,1466.059441447,0.767238068999859
lick,1465.425563042,1465.52568279,0.10011974799999734
lick,1465.625522539,1465.726002286,0.1004797470000085
lick,1465.892321867,1465.925641783,0.033319915999982186
lick,1466.059441447,1466.126041279,0.06659983200006536
start_cues,1470.394190534,NA,NA
timeout_cues,1470.394190534,NA,NA
start_tone,1470.394190534,1470.494350281,0.10015974699990693
timeout_tones,1477.398092901,NA,NA
timeout_tone,1477.398092901,1479.401927856,2.003834955000002
outcome_tones,1477.398092901,NA,NA
lick_bout,1480.96120393,1481.661202168,0.6999982380000347
lick,1480.96120393,1481.027723763,0.0665198330000294
ITI,1481.098092901,1488.369461503,7.271368601999939
lick,1481.127723511,1481.194923342,0.06719983099992533
lick,1481.261563174,1481.361282923,0.09971974900008718
lick,1481.461162672,1481.56124242,0.10007974800009833
lick,1481.661202168,1481.761561915,0.10035974699985672
lick,1482.195040824,1482.261720656,0.06667983200009076
lick_bout,1482.195040824,1482.195040824,0.0
lick_bout,1485.661752096,1485.661752096,0.0
lick,1485.661752096,1485.761791844,0.10003974799997195
lick,1487.828786641,1487.895386473,0.06659983199983799
lick_bout,1487.828786641,1487.828786641,0.0
lick_bout,1489.195903199,1489.395622696,0.19971949699993274
lick,1489.195903199,1489.262223032,0.0663198330000796
lick,1489.395622696,1489.462342528,0.06671983199998976
start_cues,1489.869461503,NA,NA
start_tone,1489.869461503,1489.969621251,0.10015974800012373
timeout_cues,1489.869461503,NA,NA
timeout_tone,1496.87336387,1498.877198825,2.003834955000002
outcome_tones,1496.87336387,NA,NA
timeout_tones,1496.87336387,NA,NA
lick,1497.496762301,1497.563442133,0.06667983200009076
lick_bout,1497.496762301,1497.863601377,0.3668390759999056
lick,1497.630241965,1497.696801797,0.06655983199993898
lick,1497.863601377,1497.963481126,0.09987974900013796
ITI,1500.57336387,1509.344728696,8.771364825999854
lick,1502.631269374,1502.697509207,0.06623983299982683
lick_bout,1502.631269374,1502.831268871,0.19999949699990793
lick,1502.831268871,1502.897548704,0.06627983299995321
lick_bout,1505.097903164,1505.29794266,0.2000394960000449
lick,1505.097903164,1505.164542996,0.06663983199996437
lick,1505.29794266,1505.398622407,0.1006797469999583
lick,1507.298617624,1507.364897457,0.06627983300018059
lick_bout,1507.298617624,1507.298617624,0.0
start_cues,1510.844728696,NA,NA
rewarded_cues,1510.844728696,NA,NA
start_tone,1510.844728696,1510.944888444,0.10015974800012373
lick,1514.999678236,1515.066278068,0.06659983200006536
rewarded_first_licks,1514.999678236,NA,NA
lick_bout,1514.999678236,1514.999678236,0.0
solenoid,1514.999798235,1515.02963816,0.029839925000032963
outcome_tones,1514.999918235,NA,NA
reward_tones,1514.999918235,NA,NA
reward_tone,1514.999918235,1515.199997731,0.2000794959999439
lick,1515.433037145,1515.465997062,0.03295991699997103
lick_bout,1515.433037145,1516.266235047,0.833197901999938
lick,1515.533276892,1515.599836725,0.0665598329999284
lick,1515.699356474,1515.766396305,0.06703983099987454
lick,1515.832756138,1515.89943597,0.06667983200009076
lick,1515.999435719,1516.032795635,0.033359915999881196
lick,1516.132795383,1516.199715214,0.06691983099995014
lick,1516.266235047,1516.332834879,0.06659983200006536
lick,1516.566274292,1516.599954207,0.03367991500022072
lick_bout,1516.566274292,1516.9996732,0.43339890800007197
lick,1516.699553956,1516.766553787,0.06699983099997553
lick,1516.866393536,1516.899913452,0.03351991599993198
lick,1516.9996732,1517.066713032,0.06703983200009134
lick_bout,1518.033070599,1518.033070599,0.0
lick,1518.033070599,1518.09999043,0.06691983099995014
ITI,1518.699918235,1527.974961793,9.27504355799988
lick,1522.134060274,1522.267019939,0.13295966500004397
lick_bout,1522.134060274,1522.366979688,0.23291941399997995
lick,1522.366979688,1522.43373952,0.06675983200011615
lick_bout,1523.100457841,1523.100457841,0.0
lick,1523.100457841,1523.167497672,0.06703983100010191
lick,1524.567334148,1524.634453979,0.06711983099989993
lick_bout,1524.567334148,1524.567334148,0.0
lick_bout,1527.734406175,1527.734406175,0.0
lick,1527.734406175,1527.767766091,0.03335991600010857
start_cues,1529.474961793,NA,NA
start_tone,1529.474961793,1529.575121541,0.10015974800012373
early_cues,1529.474961793,NA,NA
early_first_licks,1529.901400719,NA,NA
lick,1529.901400719,1529.968200551,0.06679983200001516
lick_bout,1529.901400719,1529.901400719,0.0
early_tones,1529.902720716,NA,NA
outcome_tones,1529.902720716,NA,NA
error_tone,1529.902720716,1530.10384021,0.2011194940000678
ITI,1533.602720716,1548.414230335,14.811509618999935
lick_bout,1533.635711318,1533.802390898,0.1666795800001637
lick,1533.635711318,1533.702031151,0.0663198330000796
lick,1533.802390898,1533.86907073,0.06667983199986338
lick,1539.802815792,1539.836175708,0.033359915999881196
lick_bout,1539.802815792,1539.802815792,0.0
lick_bout,1542.070250083,1542.236569664,0.16631958099992517
lick,1542.070250083,1542.136569916,0.0663198330000796
lick,1542.236569664,1542.336569413,0.09999974900006237
lick_bout,1544.90364295,1545.103602446,0.1999594960000195
lick,1544.90364295,1544.937002866,0.03335991600010857
lick,1545.103602446,1545.170242279,0.0666398329999538
lick_bout,1547.771075731,1547.771075731,0.0
lick,1547.771075731,1547.837315564,0.06623983299982683
start_cues,1549.914230335,NA,NA
early_cues,1549.914230335,NA,NA
start_tone,1549.914230335,1550.014390083,0.10015974800012373
early_first_licks,1551.971345156,NA,NA
lick_bout,1551.971345156,1551.971345156,0.0
lick,1551.971345156,1552.00558507,0.0342399139999543
error_tone,1551.972625153,1552.173744647,0.20111949399984042
early_tones,1551.972625153,NA,NA
outcome_tones,1551.972625153,NA,NA
ITI,1555.672625153,1570.025495927,14.352870774000166
lick,1564.173434437,1564.240034269,0.06659983200006536
lick_bout,1564.173434437,1564.506433598,0.33299916100008886
lick,1564.306394102,1564.373593933,0.06719983099992533
lick,1564.506433598,1564.606833345,0.10039974699998311
lick_bout,1570.740657903,1571.207776727,0.46711882399995375
lick,1570.740657903,1570.774457818,0.033799914999917746
lick,1570.873937567,1570.907337483,0.03339991600000758
lick,1571.074257063,1571.10729698,0.03303991699999642
lick,1571.207776727,1571.307696475,0.09991974800004755
start_cues,1571.525495927,NA,NA
start_tone,1571.525495927,1571.625655675,0.10015974799989635
rewarded_cues,1571.525495927,NA,NA
lick_bout,1575.00800716,1575.00800716,0.0
lick,1575.00800716,1575.074566992,0.06655983199993898
rewarded_first_licks,1575.00800716,NA,NA
solenoid,1575.008127159,1575.037407086,0.029279927000061434
reward_tones,1575.008247159,NA,NA
outcome_tones,1575.008247159,NA,NA
reward_tone,1575.008247159,1575.208366655,0.20011949600007028
lick_bout,1575.441486068,1576.375203718,0.9337176500000623
lick,1575.441486068,1575.475045984,0.033559916000058365
lick,1575.574685733,1575.608005649,0.033319915999982186
lick,1575.674685481,1575.741725312,0.06703983099987454
lick,1575.841405061,1575.874684978,0.0332799170000726
lick,1575.974724726,1576.041884557,0.06715983100002632
lick,1576.10808439,1576.174724222,0.06663983199996437
lick,1576.241404054,1576.27492397,0.03351991599993198
lick,1576.375203718,1576.441403551,0.06619983299992782
lick,1577.308801367,1577.374881201,0.06607983400022022
lick_bout,1577.308801367,1577.308801367,0.0
ITI,1578.708247159,1590.863763465,12.155516305999981
lick_bout,1581.109191799,1581.609230541,0.5000387420000152
lick,1581.109191799,1581.142151716,0.03295991699997103
lick,1581.242591464,1581.308791297,0.06619983299992782
lick,1581.408911045,1581.475550877,0.06663983199996437
lick,1581.609230541,1581.642550457,0.033319915999982186
lick_bout,1586.842937364,1586.976297028,0.1333596640001815
lick,1586.842937364,1586.87649728,0.033559916000058365
lick,1586.976297028,1587.043416859,0.06711983099989993
lick,1587.676895265,1587.710135181,0.03323991599995679
lick_bout,1587.676895265,1587.676895265,0.0
start_tone,1592.363763465,1592.463923213,0.10015974800012373
early_cues,1592.363763465,NA,NA
start_cues,1592.363763465,NA,NA
early_first_licks,1592.710442592,NA,NA
lick_bout,1592.710442592,1592.877202172,0.16675957999996172
lick,1592.710442592,1592.743802508,0.03335991600010857
outcome_tones,1592.711722589,NA,NA
early_tones,1592.711722589,NA,NA
error_tone,1592.711722589,1592.912842083,0.2011194940000678
lick,1592.877202172,1592.943842005,0.06663983300018117
ITI,1596.411722589,1612.397069253,15.985346663999962
lick,1597.911269499,1597.945029414,0.033759915000018736
lick_bout,1597.911269499,1598.479068069,0.56779857000015
lick,1598.044909162,1598.144628911,0.0997197489998598
lick,1598.245748657,1598.344748407,0.09899975000007544
lick,1598.479068069,1598.544667904,0.06559983500005728
lick,1604.612612628,1604.645892544,0.0332799159998558
lick_bout,1604.612612628,1604.946011788,0.33339915999999903
lick,1604.745532293,1604.812172125,0.06663983199996437
lick,1604.946011788,1605.045531538,0.09951974999989943
lick,1609.946679199,1609.979639116,0.03295991699997103
lick_bout,1609.946679199,1609.946679199,0.0
start_tone,1613.897069253,1613.997229001,0.10015974800012373
early_cues,1613.897069253,NA,NA
start_cues,1613.897069253,NA,NA
early_first_licks,1614.147388623,NA,NA
lick,1614.147388623,1614.213508457,0.06611983399989185
lick_bout,1614.147388623,1614.480667784,0.3332791609998367
early_tones,1614.14866862,NA,NA
error_tone,1614.14866862,1614.349788113,0.201119492999851
outcome_tones,1614.14866862,NA,NA
lick,1614.314068203,1614.380268037,0.06619983399991725
lick,1614.480667784,1614.580267533,0.09959974900016277
lick_bout,1617.081101237,1617.247660818,0.16655958100000134
lick,1617.081101237,1617.14730107,0.06619983299992782
lick,1617.247660818,1617.347340567,0.0996797489999608
ITI,1617.84866862,1634.159334465,16.31066584500013
lick_bout,1619.78101444,1619.78101444,0.0
lick,1619.78101444,1619.848174271,0.06715983100002632
lick,1629.315710436,1629.382990266,0.0672798299999613
lick_bout,1629.315710436,1629.949148841,0.6334384049998789
lick,1629.515709932,1629.582749763,0.06703983100010191
lick,1629.682469512,1629.715789428,0.03331991600020956
lick,1629.949148841,1630.016188672,0.06703983100010191
lick,1630.282468002,1630.349467833,0.06699983099997553
lick_bout,1630.282468002,1630.282468002,0.0
lick,1633.649699524,1633.716419356,0.06671983199998976
lick_bout,1633.649699524,1633.849739021,0.20003949700003432
lick,1633.849739021,1633.916818852,0.06707983100000092
start_cues,1635.659334465,NA,NA
rewarded_cues,1635.659334465,NA,NA
start_tone,1635.659334465,1635.759494213,0.10015974799989635
lick_bout,1642.050918374,1642.050918374,0.0
rewarded_first_licks,1642.050918374,NA,NA
lick,1642.050918374,1642.117918205,0.06699983099997553
solenoid,1642.051038373,1642.0802783,0.02923992699993505
outcome_tones,1642.051118373,NA,NA
reward_tone,1642.051118373,1642.251237869,0.20011949600007028
reward_tones,1642.051118373,NA,NA
lick,1642.484317282,1642.517637199,0.033319917000198984
lick_bout,1642.484317282,1643.184755519,0.7004382370000712
lick,1642.617556947,1642.650996863,0.03343991600013396
lick,1642.75135661,1642.817676443,0.0663198330000796
lick,1642.917676191,1642.950996108,0.03331991699997161
lick,1643.050995856,1643.084595771,0.03359991499996795
lick,1643.184755519,1643.251035352,0.06627983299995321
lick,1643.884873756,1643.951513589,0.0666398329999538
lick_bout,1643.884873756,1643.884873756,0.0
ITI,1645.751118373,1656.664637806,10.91351943299992
lick_bout,1652.652371684,1652.85241118,0.2000394960000449
lick,1652.652371684,1652.719051516,0.06667983200009076
lick,1652.85241118,1652.885811096,0.03339991600000758
lick_bout,1653.953368408,1654.086288074,0.13291966600013438
lick,1653.953368408,1653.985928326,0.03255991800006086
lick,1654.086288074,1654.152567907,0.06627983299995321
lick_bout,1655.152765389,1655.152765389,0.0
lick,1655.152765389,1655.219405221,0.06663983199996437
start_cues,1658.164637806,NA,NA
early_cues,1658.164637806,NA,NA
start_tone,1658.164637806,1658.264797554,0.10015974800012373
lick_bout,1658.78659624,1658.78659624,0.0
lick,1658.78659624,1658.853556072,0.06695983199983857
early_first_licks,1658.78659624,NA,NA
error_tone,1658.787876237,1658.98903573,0.20115949299997737
early_tones,1658.787876237,NA,NA
outcome_tones,1658.787876237,NA,NA
lick,1661.053670533,1661.086950449,0.0332799159998558
lick_bout,1661.053670533,1661.053670533,0.0
ITI,1662.487876237,1678.883901867,16.396025630000167
lick_bout,1664.387462139,1664.520661804,0.13319966499989278
lick,1664.387462139,1664.421102055,0.033639915999856385
lick,1664.520661804,1664.587461636,0.06679983200001516
lick,1668.754731145,1668.78817106,0.033439914999917164
lick_bout,1668.754731145,1668.921450725,0.1667195800000627
lick,1668.921450725,1668.954770641,0.033319915999982186
lick_bout,1673.422399393,1673.822198387,0.39979899400009344
lick,1673.422399393,1673.488799226,0.06639983300010499
lick,1673.588758974,1673.688718723,0.09995974899993598
lick,1673.822198387,1673.888838219,0.06663983199996437
start_tone,1680.383901867,1680.484061615,0.10015974799989635
start_cues,1680.383901867,NA,NA
early_cues,1680.383901867,NA,NA
lick,1680.823100761,1680.889820593,0.06671983199998976
early_first_licks,1680.823100761,NA,NA
lick_bout,1680.823100761,1681.056420174,0.2333194130001175
error_tone,1680.824420758,1681.025540252,0.20111949399984042
early_tones,1680.824420758,NA,NA
outcome_tones,1680.824420758,NA,NA
lick,1681.056420174,1681.08986009,0.03343991599990659
lick_bout,1683.190094802,1683.190094802,0.0
lick,1683.190094802,1683.223414718,0.033319915999982186
ITI,1684.524420758,1700.448207577,15.923786819000043
lick_bout,1689.39139919,1689.99111768,0.5997184899999866
lick,1689.39139919,1689.457639023,0.0662398330000542
lick,1689.55815877,1689.624918602,0.06675983199988877
lick,1689.724398352,1689.824878099,0.1004797470000085
lick,1689.99111768,1690.057757512,0.06663983200019175
start_cues,1701.948207577,NA,NA
early_cues,1701.948207577,NA,NA
start_tone,1701.948207577,1702.048367325,0.10015974800012373
lick_bout,1702.359486542,1702.792925451,0.4334389089999604
early_first_licks,1702.359486542,NA,NA
lick,1702.359486542,1702.426286374,0.06679983200001516
outcome_tones,1702.360806538,NA,NA
error_tone,1702.360806538,1702.561926032,0.2011194940000678
early_tones,1702.360806538,NA,NA
lick,1702.559566038,1702.62628587,0.06671983199998976
lick,1702.792925451,1702.859605283,0.06667983200009076
lick,1703.460083771,1703.526363604,0.06627983299995321
lick_bout,1703.460083771,1703.460083771,0.0
ITI,1706.060806538,1722.682471601,16.621665063000137
lick,1706.760475462,1706.826875295,0.06639983300010499
lick_bout,1706.760475462,1706.926915043,0.16643958100007694
lick,1706.926915043,1706.994034874,0.06711983099989993
lick,1718.06192701,1718.095366925,0.033439914999917164
lick_bout,1718.06192701,1718.362246254,0.30031924399986565
lick,1718.195526673,1718.261846506,0.0663198330000796
lick,1718.362246254,1718.461966002,0.09971974800009775
lick,1722.496155846,1722.529075763,0.03291991700007202
lick_bout,1722.496155846,1722.662515427,0.16635958100005155
lick,1722.662515427,1722.729155259,0.06663983199996437
start_tone,1724.182471601,1724.282631348,0.10015974699990693
early_cues,1724.182471601,NA,NA
start_cues,1724.182471601,NA,NA
lick,1725.662907873,1725.729867705,0.06695983200006594
lick_bout,1725.662907873,1725.86290737,0.19999949699990793
early_first_licks,1725.662907873,NA,NA
error_tone,1725.66418787,1725.865347364,0.2011594939999668
early_tones,1725.66418787,NA,NA
outcome_tones,1725.66418787,NA,NA
lick,1725.86290737,1725.930027201,0.0671198310001273
ITI,1729.36418787,1744.647776301,15.283588430999998
lick_bout,1736.364440931,1736.864999671,0.5005587400000877
lick,1736.364440931,1736.398360846,0.03391991500006952
lick,1736.498120595,1736.564440428,0.06631983299985222
lick,1736.664480176,1736.764439924,0.09995974799994656
lick,1736.864999671,1736.931239505,0.06623983399981626
lick,1745.732457347,1745.799577178,0.06711983099989993
lick_bout,1745.732457347,1745.732457347,0.0
lick,1746.13249634,1746.199216172,0.06671983199998976
lick_bout,1746.13249634,1746.13249634,0.0
start_cues,1746.147776301,NA,NA
start_tone,1746.147776301,1746.247936049,0.10015974799989635
timeout_cues,1746.147776301,NA,NA
timeout_tone,1753.151678668,1755.155513623,2.003834955000002
outcome_tones,1753.151678668,NA,NA
timeout_tones,1753.151678668,NA,NA
lick_bout,1754.300835775,1754.500555272,0.19971949699993274
lick,1754.300835775,1754.366915609,0.06607983399999284
lick,1754.500555272,1754.567395104,0.06683983200014154
lick,1756.367270573,1756.433950405,0.06667983199986338
lick_bout,1756.367270573,1756.567350069,0.2000794959999439
lick,1756.567350069,1756.6343499,0.06699983099997553
ITI,1756.851678668,1765.607043534,8.755364866000036
lick,1757.300988222,1757.367468055,0.06647983300013038
lick_bout,1757.300988222,1757.300988222,0.0
lick_bout,1762.634854794,1763.034933786,0.4000789920000898
lick,1762.634854794,1762.701574626,0.06671983199998976
lick,1762.801574374,1762.868214206,0.06663983199996437
lick,1763.034933786,1763.101933618,0.06699983199996495
start_tone,1767.107043534,1767.207203282,0.10015974799989635
start_cues,1767.107043534,NA,NA
early_cues,1767.107043534,NA,NA
lick,1767.935681448,1767.969361363,0.03367991499999334
lick_bout,1767.935681448,1768.269000609,0.33331916099996306
early_first_licks,1767.935681448,NA,NA
early_tones,1767.936961445,NA,NA
error_tone,1767.936961445,1768.138120939,0.2011594939999668
outcome_tones,1767.936961445,NA,NA
lick,1768.068961113,1768.136080944,0.0671198310001273
lick,1768.269000609,1768.335720441,0.06671983199998976
ITI,1771.636961445,1785.693312966,14.056351520999897
lick_bout,1773.469987515,1773.736906843,0.26691932800008544
lick,1773.469987515,1773.536867347,0.06687983200004055
lick,1773.736906843,1773.77014676,0.03323991699994622
lick_bout,1780.170850645,1780.504089806,0.33323916099993767
lick,1780.170850645,1780.237770477,0.06691983199993956
lick,1780.337450226,1780.404210058,0.06675983199988877
lick,1780.504089806,1780.604369554,0.10027974800004813
lick_bout,1780.870848883,1780.870848883,0.0
lick,1780.870848883,1780.970808631,0.09995974799994656
lick,1786.671674279,1786.738274111,0.06659983200006536
lick_bout,1786.671674279,1787.038393356,0.36671907699997064
lick,1786.838393859,1786.904993691,0.06659983200006536
lick,1787.038393356,1787.105473187,0.06707983100000092
early_cues,1787.193312966,NA,NA
start_tone,1787.193312966,1787.293472713,0.1001597470001343
start_cues,1787.193312966,NA,NA
lick,1790.172185466,1790.239025298,0.06683983199991417
lick_bout,1790.172185466,1790.30562513,0.13343966399997953
early_first_licks,1790.172185466,NA,NA
early_tones,1790.173465463,NA,NA
outcome_tones,1790.173465463,NA,NA
error_tone,1790.173465463,1790.374624956,0.20115949299997737
lick,1790.30562513,1790.438824795,0.13319966500012015
ITI,1793.873465463,1805.767542427,11.894076964000078
lick_bout,1796.173010358,1796.340169938,0.1671595799998613
lick,1796.173010358,1796.240130189,0.06711983099989993
lick,1796.340169938,1796.40676977,0.06659983200006536
lick_bout,1799.273442553,1799.440402133,0.1669595799999115
lick,1799.273442553,1799.306762469,0.033319915999982186
lick,1799.440402133,1799.506841965,0.06643983200001458
lick,1803.274112481,1803.341352312,0.06723983100005171
lick_bout,1803.274112481,1803.54075181,0.2666393290000997
lick,1803.54075181,1803.607471642,0.06671983199998976
lick_bout,1807.008503079,1807.174582661,0.1660795819998384
lick,1807.008503079,1807.041262997,0.03275991800001066
lick,1807.174582661,1807.241702492,0.0671198310001273
start_tone,1807.267542427,1807.367702175,0.10015974799989635
rewarded_cues,1807.267542427,NA,NA
start_cues,1807.267542427,NA,NA
lick_bout,1813.54220663,1813.54220663,0.0
lick,1813.54220663,1813.576206544,0.03399991399987812
rewarded_first_licks,1813.54220663,NA,NA
solenoid,1813.54232663,1813.571486556,0.029159926000147607
outcome_tones,1813.542446629,NA,NA
reward_tone,1813.542446629,1813.742566126,0.20011949699983234
reward_tones,1813.542446629,NA,NA
lick,1813.875685791,1813.909325706,0.03363991499986696
lick_bout,1813.875685791,1815.809240923,1.9335551320000377
lick,1814.108925203,1814.142325119,0.03339991600000758
lick,1814.243444865,1814.275644784,0.032199919000049704
lick,1814.375684532,1814.409004448,0.033319915999982186
lick,1814.509684194,1814.542724111,0.03303991699999642
lick,1814.642763859,1814.709003693,0.06623983400004363
lick,1814.775723525,1814.842403357,0.06667983199986338
lick,1814.942883104,1814.975763021,0.032879916999945635
lick,1815.076202768,1815.142722601,0.0665198330000294
lick,1815.209162433,1815.275762266,0.06659983299982741
lick,1815.375802014,1815.442441846,0.06663983199996437
lick,1815.509801677,1815.57584151,0.06603983299987704
lick,1815.676201258,1815.742561091,0.06635983299997861
lick,1815.809240923,1815.875840755,0.06659983199983799
lick,1816.475999244,1816.542719076,0.06671983199998976
lick_bout,1816.475999244,1816.475999244,0.0
ITI,1817.242446629,1826.978849026,9.73640239700012
lick_bout,1817.409836893,1817.609876389,0.2000394960000449
lick,1817.409836893,1817.443116809,0.033279916000083176
lick,1817.609876389,1817.676236222,0.06635983299997861
lick,1820.076590179,1820.143270011,0.06667983199986338
lick_bout,1820.076590179,1820.476509172,0.3999189930000284
lick,1820.24318976,1820.310149591,0.06695983100007652
lick,1820.476509172,1820.543149005,0.0666398329999538
lick,1826.210654736,1826.277774567,0.0671198310001273
lick_bout,1826.210654736,1826.343974401,0.13331966500004455
lick,1826.343974401,1826.410734233,0.06675983200011615
lick,1827.011172721,1827.077492554,0.06631983299985222
lick_bout,1827.011172721,1827.011172721,0.0
start_cues,1828.478849026,NA,NA
early_cues,1828.478849026,NA,NA
start_tone,1828.478849026,1828.579008774,0.10015974799989635
lick,1829.078047517,1829.14444735,0.06639983300010499
lick_bout,1829.078047517,1829.078047517,0.0
early_first_licks,1829.078047517,NA,NA
outcome_tones,1829.079327514,NA,NA
early_tones,1829.079327514,NA,NA
error_tone,1829.079327514,1829.280447008,0.2011194940000678
ITI,1832.779327514,1848.44211499,15.662787475999949
lick_bout,1835.245311991,1835.645790982,0.40047899099999995
lick,1835.245311991,1835.311951823,0.06663983199996437
lick,1835.411951571,1835.479111402,0.06715983100002632
lick,1835.645790982,1835.712070816,0.06627983399994264
lick_bout,1838.179024605,1838.345704185,0.16667957999993632
lick,1838.179024605,1838.246184436,0.06715983100002632
lick,1838.345704185,1838.412424017,0.06671983199998976
lick,1842.88005277,1842.946372603,0.0663198330000796
lick_bout,1842.88005277,1843.04677235,0.1667195800000627
lick,1843.04677235,1843.113652182,0.06687983199981318
early_cues,1849.94211499,NA,NA
start_tone,1849.94211499,1850.042274738,0.10015974800012373
start_cues,1849.94211499,NA,NA
lick_bout,1850.34743397,1850.51411355,0.16667957999993632
early_first_licks,1850.34743397,NA,NA
lick,1850.34743397,1850.414273802,0.06683983199991417
error_tone,1850.348753967,1850.54987346,0.20111949300007836
early_tones,1850.348753967,NA,NA
outcome_tones,1850.348753967,NA,NA
lick,1850.51411355,1850.614553297,0.10043974699988212
lick,1851.914750024,1851.981309856,0.06655983199993898
lick_bout,1851.914750024,1852.147669438,0.23291941399997995
lick,1852.147669438,1852.214469269,0.06679983099979836
ITI,1854.048753967,1871.204417684,17.155663716999925
lick,1854.648023143,1854.714782975,0.06675983199988877
lick_bout,1854.648023143,1854.648023143,0.0
lick,1854.948142387,1855.015142219,0.06699983199996495
lick_bout,1854.948142387,1854.948142387,0.0
lick_bout,1856.948577351,1857.415176176,0.4665988249998918
lick,1856.948577351,1857.015217183,0.06663983199996437
lick,1857.148816847,1857.21513668,0.06631983299985222
lick,1857.415176176,1857.481776009,0.06659983300005479
lick,1861.649085517,1861.715725349,0.06663983199996437
lick_bout,1861.649085517,1861.849445013,0.2003594959999191
lick,1861.849445013,1861.916004845,0.06655983200016635
lick_bout,1862.815922579,1862.98268216,0.16675958099995114
lick,1862.815922579,1862.882802411,0.06687983200004055
lick,1862.98268216,1863.082961907,0.1002797470000587
lick,1863.64988048,1863.716400312,0.0665198319998126
lick_bout,1863.64988048,1863.64988048,0.0
lick,1864.316118803,1864.382758635,0.06663983199996437
lick_bout,1864.316118803,1864.316118803,0.0
lick_bout,1869.316866213,1869.517305708,0.20043949500018243
lick,1869.316866213,1869.383506045,0.06663983200019175
lick,1869.517305708,1869.583545541,0.06623983299982683
lick_bout,1870.584063023,1870.584063023,0.0
lick,1870.584063023,1870.650342856,0.06627983299995321
start_tone,1872.704417684,1872.804577432,0.10015974800012373
start_cues,1872.704417684,NA,NA
early_cues,1872.704417684,NA,NA
lick,1873.118136643,1873.184456476,0.06631983299985222
lick_bout,1873.118136643,1873.317416141,0.1992794979998962
early_first_licks,1873.118136643,NA,NA
outcome_tones,1873.11941664,NA,NA
early_tones,1873.11941664,NA,NA
error_tone,1873.11941664,1873.320536133,0.201119492999851
lick,1873.317416141,1873.384135973,0.06671983199998976
ITI,1876.81941664,1890.229649787,13.410233146999872
lick_bout,1880.318358516,1880.885157089,0.5667985729999145
lick,1880.318358516,1880.385078348,0.06671983199998976
lick,1880.485118096,1880.552197927,0.06707983100000092
lick,1880.685117592,1880.751797424,0.06667983199986338
lick,1880.885157089,1880.951836921,0.06667983200009076
lick_bout,1888.886736944,1889.253016022,0.36627907800016146
lick,1888.886736944,1888.953376776,0.06663983199996437
lick,1889.052976525,1889.120176356,0.06719983099992533
lick,1889.253016022,1889.35301577,0.09999974799984557
lick,1891.55377023,1891.620050063,0.06627983299995321
lick_bout,1891.55377023,1891.720089811,0.16631958099992517
lick,1891.720089811,1891.820489558,0.10039974699998311
rewarded_cues,1891.729649787,NA,NA
start_cues,1891.729649787,NA,NA
start_tone,1891.729649787,1891.829809535,0.10015974800012373
lick,1897.654274871,1897.687954786,0.03367991499999334
lick_bout,1897.654274871,1899.687829751,2.0335548799998833
rewarded_first_licks,1897.654274871,NA,NA
solenoid,1897.654394871,1897.683554797,0.029159925999920233
outcome_tones,1897.65451487,NA,NA
reward_tone,1897.65451487,1897.854634367,0.2001194970000597
reward_tones,1897.65451487,NA,NA
lick,1897.787554535,1897.854834366,0.06727983099995072
lick,1897.954634115,1897.988074031,0.03343991599990659
lick,1898.187993527,1898.220993444,0.03299991700009741
lick,1898.42139294,1898.454392857,0.03299991699987004
lick,1898.554352605,1898.621432436,0.06707983100000092
lick,1898.688472267,1898.788712015,0.10023974800014912
lick,1898.854751849,1898.921111682,0.06635983299997861
lick,1899.021551429,1899.088151261,0.06659983199983799
lick,1899.18775101,1899.254630842,0.06687983200004055
lick,1899.388150506,1899.454470339,0.06631983299985222
lick,1899.687829751,1899.754549583,0.06671983199998976
lick,1900.454707821,1900.521307653,0.06659983199983799
lick_bout,1900.454707821,1900.454707821,0.0
ITI,1901.35451487,1908.393884057,7.03936918699992
lick_bout,1903.755099512,1903.921859092,0.16675957999996172
lick,1903.755099512,1903.821819344,0.06671983199998976
lick,1903.921859092,1903.988498924,0.06663983199996437
lick_bout,1908.289088097,1908.422687761,0.13359966399980294
lick,1908.289088097,1908.323208011,0.03411991399980252
lick,1908.422687761,1908.489127593,0.06643983200001458
early_cues,1909.893884057,NA,NA
start_tone,1909.893884057,1909.994043805,0.10015974800012373
start_cues,1909.893884057,NA,NA
lick_bout,1911.189520795,1911.323480458,0.13395966300004147
lick,1911.189520795,1911.222840711,0.033319915999982186
early_first_licks,1911.189520795,NA,NA
error_tone,1911.190800792,1911.391920285,0.20111949300007836
